name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Tata Nano Lx BSIV,2010,10.714417768752456,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0,624,35.0,4
Nissan Sunny Diesel XL,2012,12.301382825334498,110000,Diesel,Individual,Manual,Third Owner,21.64,1461,84.8,5
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,13.151922179645874,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,5
Maruti Alto LX,2010,12.043553716032399,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Maruti Swift Vdi BSIII,2010,12.468436909997665,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5
Volkswagen Vento Diesel Highline,2012,12.66032791780777,130000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
Maruti Alto K10 2010-2014 VXI,2011,12.323855681186558,76000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
Volkswagen Jetta 2.0L TDI Comfortline,2012,12.948009990259552,110000,Diesel,Individual,Manual,Third Owner,19.33,1968,138.1,5
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,13.17115354157376,96000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8
Maruti Swift AMT ZDI,2018,13.415032991367148,90000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.0,5
Ford Figo Diesel Celebration Edition,2013,12.429216196844383,25000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5
Maruti Swift Dzire VDi,2009,12.345830240069793,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Maruti Swift Dzire VDi,2009,12.345830240069793,164000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Honda Amaze EX i-Vtech,2013,12.611537753638338,120000,Petrol,Individual,Manual,Second Owner,18.0,1198,86.7,5
Maruti A-Star Vxi,2010,12.013700752882718,66000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,12.594730635321957,250000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7
Hyundai Verna 1.6 CRDI,2011,12.793859310432293,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
Hyundai Verna 1.6 CRDI,2011,12.84792653170257,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,12.611537753638338,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5
Mahindra Scorpio 2.6 Turbo 9 Str,2008,12.676076274775909,100000,Diesel,Individual,Manual,Second Owner,12.7,2609,116.6,9
Datsun GO Plus T BSIV,2016,12.691580461311874,70000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7
Tata Manza Aqua Quadrajet BS IV,2010,11.982929094215963,30000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5
Mahindra Bolero Power Plus SLE,2018,13.353475098367715,40000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
Maruti Alto 800 VXI,2014,12.345830240069793,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Maruti Swift ZDi,2014,12.994530005894443,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Chevrolet Spark 1.0 LT,2007,11.407564949312402,60000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5
Maruti Ciaz VDI SHVS,2017,13.527828485512494,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
Honda City V MT,2012,12.706847933442663,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5
Maruti Ciaz ZDi Plus SHVS,2016,13.480037821676145,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5
Skoda Fabia 1.2 TDI Active Plus,2013,12.429216196844383,150000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5
Maruti Zen Estilo 1.1 LX BSIII,2007,11.695247021764184,150000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5
Ford Ikon 1.6 Nxt,2004,11.512925464970229,25000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5
Skoda Rapid 1.5 TDI AT Style BSIV,2017,13.652991628466498,35000,Diesel,Individual,Automatic,Second Owner,21.72,1498,108.6,5
Hyundai Xcent 1.2 CRDi E Plus,2018,13.017002861746503,48000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5
Volkswagen Polo Diesel Trendline 1.2L,2012,12.388394202324129,200000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
Maruti Swift Dzire VDI,2015,13.304684934198283,135000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Chevrolet Enjoy 1.3 TCDi LS 7,2016,12.542544882151386,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
Hyundai Verna 1.6 SX,2012,13.049792684569493,146000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Maruti Alto 800 LXI,2018,12.765688433465597,44000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Hyundai i10 Magna 1.2 iTech SE,2013,12.691580461311874,70000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Tata Indica V2 DLS TC,2004,10.819778284410283,271000,Diesel,Individual,Manual,First Owner,16.8,1405,62.0,5
Maruti Alto LXi BSIII,2006,11.608235644774552,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Mahindra Bolero 2011-2019 SLE BSIII,2015,13.151922179645874,60000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Ciaz 1.4 Sigma,2018,13.527828485512494,40000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
Hyundai EON Sportz,2018,12.765688433465597,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,13.100115723465143,15000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Alto 800 LXI,2017,12.611537753638338,27000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Maruti Baleno Alpha 1.3,2017,13.38472764187182,35000,Diesel,Individual,Manual,Second Owner,27.39,1248,74.0,5
Maruti A-Star Vxi,2014,12.429216196844383,40000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5
Maruti Alto 800 LXI,2014,12.206072645530174,40000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5
Mahindra Scorpio S10 7 Seater,2015,13.764217263576723,75262,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7
Tata Indigo eCS LX BSIV,2012,12.206072645530174,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
Hyundai EON 1.0 Era Plus,2016,12.528156144699286,60000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5
Hyundai EON Magna Plus,2014,12.429216196844383,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Alto LX,2008,11.461632170582678,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Tata Indigo CR4,2011,12.206072645530174,70000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5
Hyundai Verna 1.6 SX,2012,13.017002861746503,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Mahindra XUV500 W6 2WD,2013,13.710150042306449,18000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
Tata Indigo CS LX (TDI) BS III,2010,12.206072645530174,175000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5
Hyundai i10 Sportz,2010,12.206072645530174,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Mahindra Bolero 2011-2019 SLE,2011,12.821258284620408,91863,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
Tata Indigo CS GLX BS III,2008,12.429216196844383,100000,Petrol,Individual,Manual,First Owner,15.2,1193,65.0,5
Renault KWID RXT,2016,12.577636201962656,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Ertiga SHVS VDI,2018,13.710150042306449,35000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Ford Figo Diesel Celebration Edition,2013,12.691580461311874,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,5
Hyundai Grand i10 Magna,2016,12.959844447906553,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Renault KWID RXT,2016,12.66032791780777,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Alto K10 VXI,2014,12.611537753638338,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai i10 Sportz,2013,12.691580461311874,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Hyundai Creta 1.4 CRDi S,2016,13.710150042306449,130000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Hyundai Creta 1.4 CRDi S Plus,2016,13.764217263576723,133000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Volkswagen Vento Diesel Trendline,2010,12.676076274775909,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5
Volkswagen Ameo 1.0 MPI Trendline,2019,13.122363377404328,20000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,5
Ford Figo Petrol LXI,2012,12.577636201962656,25000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5
Tata Nano Lx BSIV,2012,11.002099841204238,90000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4
Maruti A-Star Vxi,2009,11.695247021764184,140000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5
Honda City i-DTEC VX,2017,13.652991628466498,103000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5
Toyota Innova Crysta 2.4 GX MT BSIV,2017,14.375126345899696,23000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7
Honda City i DTEC V,2015,13.304684934198283,128000,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5
Volkswagen Polo 1.5 TDI Highline,2015,13.337474757021274,33000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5
Maruti Alto LXi BSIII,2009,11.918390573078392,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Tata Indigo Grand Petrol,2008,11.813030057420567,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396,99.6,5
Tata Indica Vista Terra 1.4 TDI,2011,12.206072645530174,80000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5
Maruti Ciaz ZDi,2015,13.500799813124575,70000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,13.592367006650065,100000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
Mahindra Xylo E8,2009,12.611537753638338,90000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8
Ford Figo Diesel Titanium,2012,12.154779351142624,112000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
Honda Civic 1.8 V MT Inspire,2011,12.765688433465597,50000,Petrol,Individual,Manual,First Owner,15.5,1799,132.0,5
Hyundai Xcent 1.1 CRDi S,2015,13.142164043914272,62000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5
Maruti Ertiga LDI,2012,12.89921982609012,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,13.592367006650065,80000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7
Hyundai Creta 1.6 CRDi SX,2016,13.742939865129438,47552,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,13.487006490992238,40000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5
Ford Figo Petrol EXI,2011,12.323855681186558,15000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,13.764217263576723,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
Hyundai i20 Active 1.2,2018,13.180632285528304,52000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Hyundai i20 Magna 1.2,2016,13.060487973686241,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,13.38472764187182,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9
Tata Safari Storme LX,2014,13.199324418540456,77500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7
Maruti Swift VDI BSIV,2015,13.038979594549872,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5
Renault KWID RXL,2019,12.691580461311874,14700,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Omni MPI STD BSIV,2016,12.388394202324129,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5
Mahindra KUV 100 mFALCON G80 K2,2017,12.89921982609012,32000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6
Maruti Alto LXI,2004,11.156250521031495,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Swift Dzire VXi,2009,12.429216196844383,80000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,13.721199878493033,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
Maruti Swift Dzire VDI,2018,13.487006490992238,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Maruti Swift Dzire ZDI,2015,13.287877815881902,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,12.980799813082541,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
Mahindra Bolero DI BSIII,2006,11.884489021402711,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
Mahindra KUV 100 G80 K4 Plus 5Str,2018,13.005829561148378,19700,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5
Hyundai Santro Xing GL Plus LPG,2011,12.160028707028767,70000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5
Ford Figo Aspire 1.5 TDCi Titanium,2018,12.826649133255284,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498,99.0,5
Maruti Wagon R LXI,2005,11.082142548877775,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Ford Figo Diesel LXI,2015,12.611537753638338,140000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5
Mahindra Scorpio 2.6 DX,2003,11.736069016284437,120000,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,8
Tata Tigor 1.2 Revotron XZ Option,2017,13.16158409055761,40000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5
Maruti Alto 800 LXI,2014,12.154779351142624,70000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5
Datsun RediGO 1.0 S,2018,12.644327576461329,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5
Toyota Innova 2.5 VX 8 STR BSIV,2012,13.527828485512494,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8
Mahindra TUV 300 mHAWK100 T8 AMT,2016,13.527828485512494,110000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7
Maruti Alto K10 VXI,2019,12.765688433465597,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Maruti Alto 800 VXI,2020,12.793859310432293,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5
Renault KWID RXE,2017,12.560244459250788,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Alto 800 LX,2013,11.982929094215963,70000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Datsun GO Plus D,2015,12.345830240069793,60000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7
Maruti Alto LXi,2007,11.350406535472453,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Datsun RediGO 1.0 S,2018,12.611537753638338,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,13.422467969854667,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,13.458835614025542,145241,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7
Mahindra Scorpio 2.6 Turbo 7 Str,2008,12.89921982609012,110000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8
Renault KWID RXT,2016,12.449014902564246,30000,Petrol,Individual,Manual,Third Owner,25.17,799,53.3,5
Mahindra Scorpio S10 7 Seater,2015,13.864300722133706,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7
Maruti Swift Dzire VDI,2013,12.873902018105829,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
Toyota Etios Liva GD,2015,13.017002861746503,80000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Toyota Innova Crysta 2.8 GX AT BSIV,2016,14.304090572782945,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755,171.5,7
Maruti Vitara Brezza VDi Option,2017,13.493926933836812,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Tata Safari Storme LX,2013,13.051940913107783,95500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7
Jeep Compass 1.4 Sport,2019,14.234220892822458,10000,Petrol,Individual,Manual,First Owner,16.0,1368,160.0,5
Maruti Alto K10 VXI,2014,12.345830240069793,53473,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,12.429216196844383,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,63.0,9
Mahindra XUV500 W10 2WD,2016,14.115615150414612,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
Hyundai Santro Xing GLS,2013,12.301382825334498,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5
Hyundai Xcent 1.1 CRDi S,2015,12.793859310432293,120000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5
Maruti Alto K10 VXI,2018,12.765688433465597,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai Verna 1.6 SX CRDi (O),2012,13.122363377404328,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
Chevrolet Beat Diesel LT,2013,11.884489021402711,90000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5
Chevrolet Sail Hatchback 1.2,2014,12.611537753638338,51000,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,5
Hyundai Accent GLE,2009,12.100712129872347,87000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5
Renault Duster 110PS Diesel RxL,2014,13.337474757021274,90000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
Toyota Etios G,2015,12.793859310432293,110000,Petrol,Individual,Manual,Third Owner,16.78,1496,88.73,5
Hyundai Santro Xing GLS,2010,12.409013489526863,86000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5
Ford Ikon 1.6 Really Sport,2003,11.77528972943772,80000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5
Maruti Esteem LX - BSIII,1999,11.156250521031495,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5
Maruti Esteem LX - BSIII,1999,11.156250521031495,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5
Ford Fiesta 1.5 TDCi Titanium,2014,13.38472764187182,140000,Diesel,Individual,Manual,Second Owner,25.01,1498,89.75,5
Maruti Swift VXI,2019,13.321214236149494,18000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Maruti Alto K10 VXI,2015,12.611537753638338,24000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai Grand i10 CRDi Magna,2014,12.959844447906553,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5
Hyundai Verna 1.6 SX CRDi (O),2012,13.017002861746503,150000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
Hyundai Verna 1.6 CRDI,2011,13.017002861746503,108000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5
Hyundai i10 Sportz AT,2011,12.736700896592344,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5
Maruti Ertiga LDI Option,2013,13.38472764187182,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Tata Indigo CS LS (TDI) BS III,2009,11.982929094215963,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5
Tata Indica Vista TDI LS,2014,12.429216196844383,120000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5
Chevrolet Beat Diesel LT,2012,12.323855681186558,100000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5
Tata Indica V2 2001-2011 DLS BSIII,2007,10.915088464214607,75958,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5
Maruti 800 AC,1996,10.645424897265505,70000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4
Hyundai Tucson CRDi,2006,12.54966234992025,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991,112.0,7
Tata Indica V2 DLS TC,2007,11.289781913656018,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,5
Maruti Swift Dzire VXI,2016,13.122363377404328,40000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
Ford Figo Aspire 1.5 TDCi Ambiente,2016,13.122363377404328,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5
Maruti Swift VDI,2011,12.89921982609012,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
Mahindra Bolero 2011-2019 SLX,2013,13.217673557208654,90000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Tata New Safari Dicor LX 4X2 BS IV,2007,12.206072645530174,70000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7
Hyundai i10 Sportz,2012,12.542544882151386,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Maruti Swift Dzire VDI,2014,13.270783382522602,88000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
Tata Manza Aura (ABS) Quadrajet,2009,11.512925464970229,80000,Diesel,Individual,Manual,Third Owner,18.8,1248,90.0,5
Mahindra Scorpio EX,2014,13.217673557208654,60000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8
Mahindra TUV 300 T4 Plus,2017,13.458835614025542,38000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7
Tata Manza Aqua Safire,2010,11.918390573078392,80000,Petrol,Individual,Manual,Third Owner,15.0,1368,90.0,5
Hyundai EON Magna Plus,2014,12.154779351142624,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Mahindra Bolero 2011-2019 SLE,2013,13.122363377404328,110000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Swift VDI BSIV,2017,13.369223455335854,110000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
Skoda Fabia 1.2L Diesel Elegance,2011,12.736700896592344,145000,Diesel,Individual,Manual,First Owner,20.86,1199,75.0,5
Hyundai Elite i20 Asta Option Diesel,2019,13.60602333309755,43000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
Maruti Ritz LDi,2016,12.923909999653127,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
Maruti Swift Lxi BSIII,2007,12.301382825334498,136000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,5
Tata Indica V2 DLS BSIII,2013,12.043553716032399,120000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5
Hyundai Elite i20 Petrol Asta Option,2018,13.458835614025542,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
Mahindra Scorpio S10 4WD,2015,13.764217263576723,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7
Hyundai Accent GLS 1.6 ABS,2003,11.289781913656018,40000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5
Maruti Swift Dzire VDI,2014,12.948009990259552,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,13.709038313453757,35000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
Datsun GO T Petrol,2019,13.038979594549872,35000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,5
Hyundai Verna CRDi SX ABS,2008,11.918390573078392,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5
Renault KWID 1.0 RXT Optional,2017,12.765688433465597,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5
Toyota Etios GD,2015,13.142164043914272,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5
Mahindra Bolero 2011-2019 Plus Non AC,2013,13.122363377404328,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,9
Tata Zest Revotron 1.2 XT,2017,12.821258284620408,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Maruti Alto K10 2010-2014 VXI,2013,12.388394202324129,44000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
Hyundai i20 Asta 1.4 CRDi,2015,13.180632285528304,100000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
Mahindra Scorpio S10 7 Seater,2015,13.815510557964274,133000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7
Toyota Innova Crysta 2.4 VX MT BSIV,2018,14.28551418721001,35000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7
Hyundai i10 Sportz,2014,12.765688433465597,64000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Mahindra XUV500 AT W10 FWD,2015,13.9108207377686,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7
Hyundai i20 1.2 Magna,2011,12.301382825334498,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5
Hyundai Grand i10 Sportz,2015,12.765688433465597,100000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Maruti Swift LDI,2013,12.821258284620408,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Maruti Swift Dzire VXi,2014,12.301382825334498,50000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
Mahindra KUV 100 mFALCON D75 K4,2017,12.89921982609012,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,13.253391639810733,31596,Petrol,Dealer,Manual,First Owner,17.0,1497,121.36,5
Mahindra XUV500 W6 2WD,2013,13.38472764187182,85710,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7
Toyota Fortuner 3.0 Diesel,2012,14.334304351379442,129627,Diesel,Dealer,Manual,First Owner,11.5,2982,171.0,7
Datsun RediGO T Option,2018,12.429216196844383,10000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
Hyundai i10 Sportz,2014,12.676076274775909,15000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Maruti Wagon R AMT VXI,2017,12.994530005894443,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5
Hyundai i20 Sportz 1.2,2013,12.66032791780777,49000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5
Tata Manza Aura Quadrajet,2010,12.220956331903416,158000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5
Hyundai EON Era,2012,12.095141084822892,30000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Hyundai i10 Magna 1.2 iTech SE,2008,11.84939770159144,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
